,location,total_sqft,bath,price,bhk,encoded_loc
3315,Whitefield,1200.0,2,45.0,2,239
3316,Hennur Road,1036.0,2,59.46,2,102
3317,Whitefield,3445.0,5,270.0,4,239
3318,Dodsworth Layout,1400.0,2,80.0,2,74
3319,Bommanahalli,1110.0,2,33.0,2,50
3320,Kodichikkanahalli,1150.0,2,48.0,2,146
3321,Kenchenahalli,715.0,1,45.0,1,142
3322,Jakkur,2283.0,4,130.0,4,117
3323,Hormavu,1453.0,2,43.58,3,106
3324,Nagarbhavi,1400.0,2,85.0,3,180
3325,Padmanabhanagar,1400.0,3,65.0,3,189
3326,Whitefield,1700.0,3,140.0,3,239
3327,Kanakpura Road,1591.0,3,120.0,3,135
3328,Nagarbhavi,1515.0,2,79.0,3,180
3329,Marathahalli,2500.0,3,200.0,5,169
3330,Yeshwanthpur,1382.0,2,76.18,3,244
3331,others,1100.0,2,38.0,2,245
3332,Banashankari Stage II,1500.0,2,120.0,3,30
3333,Yelahanka,1391.0,2,64.5,3,241
3334,Begur Road,1160.0,2,42.92,2,42
3335,Chandapura,620.0,1,27.0,1,58
3336,Whitefield,4827.0,4,400.0,4,239
3337,Kanakpura Road,1482.0,3,60.98,3,135
3338,Whitefield,1405.0,2,84.5,2,239
3339,Gunjur,1190.0,2,40.0,2,90
3340,Harlur,1174.0,2,78.0,2,97
3341,Seegehalli,1155.0,2,72.0,2,212
3342,Thanisandra,1411.0,3,93.04,3,223
3343,others,745.0,2,50.0,2,245
3344,Kereguddadahalli,1000.0,2,30.0,2,145
3345,Jigani,923.0,2,50.0,2,120
3346,Yeshwanthpur,1000.0,2,32.0,2,244
3347,Battarahalli,1276.0,2,45.0,2,40
3348,others,1460.0,3,70.0,3,245
3349,others,1355.0,2,95.0,2,245
3350,others,833.0,1,49.0,1,245
3351,Ramamurthy Nagar,1200.0,2,48.0,2,201
3352,Yeshwanthpur,669.0,1,36.85,1,244
3353,7th Phase JP Nagar,2200.0,4,105.0,3,7
3354,Koramangala,1594.0,3,125.0,3,152
3355,Kothanur,1790.0,3,105.0,3,154
3356,NGR Layout,1020.0,2,45.0,2,176
3357,others,1037.0,2,36.28,2,245
3358,Whitefield,1345.0,2,57.0,3,239
3359,Kodichikkanahalli,1070.0,2,43.0,2,146
3360,Yeshwanthpur,1385.0,2,76.18,3,244
3361,Kanakpura Road,1207.0,2,79.9,2,135
3362,Varthur,1140.0,2,55.5,2,231
3363,others,1220.0,2,68.0,2,245
3364,Iblur Village,3596.0,5,252.0,4,114
3365,Sarjapur  Road,1965.0,3,120.0,3,207
3366,Koramangala,1760.0,2,115.0,3,152
3367,Haralur Road,1225.0,2,70.0,2,96
3368,Marathahalli,1075.0,2,52.43,2,169
3369,Panathur,1000.0,2,68.0,2,191
3370,Yelahanka,1322.0,2,86.0,2,241
3371,Bellandur,3600.0,4,260.0,4,43
3372,AECS Layout,1045.0,2,36.58,2,10
3373,others,1545.0,3,85.0,3,245
3374,Thanisandra,1996.0,3,135.0,3,223
3375,Brookefield,1125.0,2,70.0,2,54
3376,Mysore Road,1560.0,3,115.0,3,175
3377,BEML Layout,2000.0,2,85.0,3,23
3378,others,780.0,2,35.0,2,245
3379,others,1350.0,2,110.0,2,245
3380,Sarjapur  Road,2275.0,4,180.0,3,207
3381,others,1350.0,2,41.0,2,245
3382,Dasanapura,708.0,1,28.32,1,66
3383,Hoodi,1400.0,2,82.0,2,103
3384,Bellandur,1310.0,2,72.0,2,43
3385,BTM Layout,3300.0,6,165.0,6,26
3386,Electronics City Phase 1,1175.0,2,57.0,2,80
3387,Chikkalasandra,1428.0,2,80.0,3,62
3388,8th Phase JP Nagar,1080.0,2,35.0,2,8
3389,others,1200.0,2,68.0,3,245
3390,Bommasandra Industrial Area,1320.0,2,38.13,3,52
3391,others,1842.0,3,115.0,3,245
3392,Sector 2 HSR Layout,1146.0,2,55.0,2,210
3393,Rachenahalli,440.0,1,28.0,1,196
3394,Sahakara Nagar,1048.0,2,50.0,2,203
3395,Thanisandra,1801.0,3,115.0,3,223
3396,Whitefield,1150.0,2,90.0,2,239
3397,Talaghattapura,1868.0,3,120.0,3,222
3398,Begur,1445.0,2,47.1,3,41
3399,Harlur,1730.0,3,100.0,3,97
3400,Somasundara Palya,1185.0,2,70.0,2,216
3401,Whitefield,2400.0,4,147.0,4,239
3402,Kaval Byrasandra,1185.0,2,49.0,2,141
3403,others,1150.0,2,49.0,2,245
3404,Pai Layout,1075.0,2,35.0,2,190
3405,Hebbal,1760.0,3,123.0,3,98
3406,Banashankari,1600.0,2,63.98,2,29
3407,Haralur Road,1000.0,2,78.0,2,96
3408,7th Phase JP Nagar,1215.0,2,90.0,2,7
3409,EPIP Zone,1734.0,3,125.0,3,77
3410,Rachenahalli,1113.0,2,55.0,2,196
3411,Horamavu Banaswadi,1272.0,2,48.0,2,105
3412,Kereguddadahalli,1240.0,3,41.0,3,145
3413,Yelahanka,1100.0,2,70.0,2,241
3414,Ambalipura,896.0,2,30.13,2,13
3415,Rachenahalli,3657.0,5,220.0,4,196
3416,BTM 2nd Stage,1200.0,2,35.0,2,25
3417,Ramagondanahalli,2800.0,4,155.0,4,200
3418,Ambalipura,3500.0,3,198.0,3,13
3419,Ramamurthy Nagar,3600.0,3,150.0,3,201
3420,others,1096.0,2,48.0,2,245
3421,others,1094.0,2,44.0,2,245
3422,others,1100.0,2,49.0,2,245
3423,Iblur Village,4350.0,5,191.0,4,114
3424,Nagarbhavi,1145.0,2,40.0,2,180
3425,Rachenahalli,1550.0,3,74.5,3,196
3426,Seegehalli,1830.0,4,82.0,3,212
3427,Hoodi,1746.0,3,84.95,3,103
3428,Kengeri,918.0,2,27.54,2,143
3429,Banashankari Stage III,1305.0,2,60.0,3,31
3430,Thigalarapalya,1207.0,2,62.0,2,224
3431,Thanisandra,1678.0,3,125.0,3,223
3432,Kaggalipura,950.0,2,50.0,2,126
3433,Ardendale,1732.46,3,92.0,3,20
3434,Marathahalli,1360.0,2,103.0,2,169
3435,Sarjapur  Road,985.0,2,49.0,2,207
3436,Dodda Nekkundi,1999.0,3,135.0,3,70
3437,7th Phase JP Nagar,1050.0,2,75.0,2,7
3438,Whitefield,1440.0,2,64.0,3,239
3439,Ramagondanahalli,1253.0,2,52.66,2,200
3440,others,1200.0,3,85.0,3,245
3441,Padmanabhanagar,1360.0,2,75.0,3,189
3442,others,1086.0,2,47.5,2,245
3443,Sarjapur  Road,1418.0,2,78.0,2,207
3444,Kalena Agrahara,1270.0,2,100.0,2,128
3445,others,1150.0,2,74.0,2,245
3446,Ramamurthy Nagar,600.0,3,45.0,2,201
3447,others,1440.0,3,65.8,3,245
3448,others,1200.0,2,75.0,2,245
3449,Begur Road,1410.0,2,50.06,3,42
3450,Chandapura,1200.0,5,92.0,4,58
3451,Whitefield,624.0,1,35.0,1,239
3452,Electronic City,1060.0,2,58.0,2,78
3453,Sarjapur,1917.0,3,60.0,4,206
3454,KR Puram,950.0,2,40.0,2,122
3455,BTM 2nd Stage,1250.0,3,50.0,3,25
3456,Vishwapriya Layout,1235.0,2,60.0,2,237
3457,Budigere,722.0,1,46.0,1,55
3458,Kanakpura Road,2775.0,3,165.0,4,135
3459,Sarjapur  Road,1200.0,2,93.0,2,207
3460,Bannerghatta Road,1400.0,3,68.0,3,37
3461,others,1225.0,3,60.0,3,245
3462,Marathahalli,1220.0,2,58.5,2,169
3463,Nagavarapalya,705.0,1,52.5,1,183
3464,Battarahalli,1880.0,3,94.36,3,40
3465,Yelahanka,1200.0,2,70.0,2,241
3466,others,1550.0,2,60.0,3,245
3467,Lingadheeranahalli,1893.0,3,130.0,3,162
3468,others,1650.0,3,75.0,3,245
3469,others,1113.0,2,46.0,2,245
3470,Sarjapur  Road,1586.0,3,70.0,3,207
3471,Seegehalli,4000.0,3,235.0,3,212
3472,Yelahanka New Town,1541.0,3,80.0,3,242
3473,Haralur Road,1830.0,3,101.0,3,96
3474,Kodigehalli,1200.0,2,48.0,2,148
3475,others,1800.0,2,72.0,3,245
3476,Bommasandra,1015.0,2,40.0,2,51
3477,Raja Rajeshwari Nagar,1120.0,2,37.95,2,197
3478,Hoodi,706.0,1,48.24,1,103
3479,others,1350.0,4,85.0,4,245
3480,Kanakpura Road,1900.0,3,99.0,3,135
3481,Seegehalli,3000.0,5,150.0,4,212
3482,Bisuvanahalli,1075.0,2,42.0,3,49
3483,Kanakpura Road,1290.0,2,80.0,2,135
3484,Akshaya Nagar,1200.0,2,50.0,2,12
3485,Hormavu,1150.0,2,53.11,2,106
3486,Uttarahalli,1360.0,2,61.2,3,230
3487,others,935.0,2,32.73,2,245
3488,Cox Town,1730.0,3,140.0,3,65
3489,Sarjapur  Road,1260.0,2,53.0,2,207
3490,Marathahalli,950.0,2,45.68,2,169
3491,others,2500.0,5,120.0,5,245
3492,Budigere,1991.0,4,88.0,3,55
3493,Sarjapur  Road,1115.0,2,60.0,2,207
3494,Koramangala,1900.0,3,150.0,3,152
3495,Whitefield,1109.0,2,41.49,2,239
3496,Rajiv Nagar,2340.0,5,129.0,4,199
3497,9th Phase JP Nagar,1005.0,2,43.0,2,9
3498,Kengeri,416.0,1,19.5,1,143
3499,1st Phase JP Nagar,1394.0,2,100.0,2,2
3500,Harlur,2138.0,3,110.0,3,97
3501,Nagavarapalya,1300.0,3,80.0,3,183
3502,Thanisandra,1265.0,2,82.0,2,223
3503,others,1140.0,2,52.0,2,245
3504,others,1050.0,2,40.0,2,245
3505,Thanisandra,1100.0,2,48.0,2,223
3506,Varthur,1012.0,2,59.0,2,231
3507,Varthur,1600.0,4,112.0,4,231
3508,Yelahanka,1326.0,2,57.0,2,241
3509,Hebbal Kempapura,1654.0,2,85.0,3,99
3510,Chikkalasandra,1070.0,2,42.8,2,62
3511,Whitefield,1700.0,3,95.0,3,239
3512,Whitefield,4960.0,4,400.0,4,239
3513,Kanakapura,945.0,2,47.0,2,134
3514,Begur Road,2462.0,6,150.0,4,42
3515,Marathahalli,615.0,1,44.0,1,169
3516,Ramamurthy Nagar,1110.0,2,65.0,2,201
3517,Electronic City,1025.0,2,54.1,2,78
3518,others,1758.0,3,95.0,3,245
3519,Kaikondrahalli,1342.0,3,92.0,3,127
3520,Kalyan nagar,1800.0,3,85.0,3,130
3521,Whitefield,2928.0,4,198.0,4,239
3522,Raja Rajeshwari Nagar,1608.0,2,85.0,2,197
3523,Kadugodi,1645.0,2,82.0,3,124
3524,Ramamurthy Nagar,1410.0,2,56.4,3,201
3525,Harlur,1200.0,2,52.0,2,97
3526,8th Phase JP Nagar,1275.0,2,41.5,3,8
3527,others,909.0,2,40.0,3,245
3528,others,1200.0,3,85.0,2,245
3529,Kalyan nagar,1080.0,2,73.0,2,130
3530,others,1200.0,2,34.0,2,245
3531,Akshaya Nagar,1092.0,2,60.0,2,12
3532,Jalahalli,1932.0,4,135.0,3,118
3533,KR Puram,1156.0,2,72.0,2,122
3534,Bellandur,924.0,2,35.11,2,43
3535,Thubarahalli,1330.0,2,75.0,2,225
3536,Thanisandra,1917.0,4,113.0,3,223
3537,Kodigehalli,655.0,1,53.0,1,148
3538,others,1800.0,3,140.0,3,245
3539,Margondanahalli,1360.0,2,45.0,4,170
3540,Bellandur,1785.0,3,118.0,3,43
3541,Kadugodi,4000.0,7,130.0,7,124
3542,Hebbal,1645.0,3,120.0,3,98
3543,Gottigere,1235.0,2,63.0,2,87
3544,Anandapura,900.0,2,48.0,2,16
3545,Thanisandra,662.0,1,42.0,1,223
3546,Whitefield,1215.0,2,62.0,2,239
3547,Sarjapur  Road,1525.0,2,87.0,3,207
3548,others,1000.0,2,48.0,2,245
3549,Hebbal,1255.0,2,90.0,3,98
3550,Mysore Road,1560.0,3,120.0,3,175
3551,Kasavanhalli,2100.0,3,110.0,3,138
3552,Kodichikkanahalli,1620.0,2,85.0,3,146
3553,Marathahalli,1595.0,3,90.0,3,169
3554,others,1095.0,2,38.52,2,245
3555,9th Phase JP Nagar,835.0,2,37.0,2,9
3556,Hennur Road,2182.0,3,72.04,3,102
3557,Thigalarapalya,1418.0,2,106.0,2,224
3558,Whitefield,2700.0,5,175.0,3,239
3559,BTM 2nd Stage,1070.0,2,48.0,2,25
3560,Electronics City Phase 1,755.0,1,42.41,1,80
3561,Sarjapur,2400.0,3,190.0,3,206
3562,others,2400.0,4,200.0,3,245
3563,Electronics City Phase 1,919.0,2,28.0,2,80
3564,Bannerghatta Road,1725.0,3,110.0,3,37
3565,Sarjapur  Road,1346.0,2,71.32,2,207
3566,Electronic City Phase II,1070.0,2,45.0,2,79
3567,Begur Road,1225.0,2,35.52,2,42
3568,Neeladri Nagar,640.0,1,20.5,1,184
3569,Chikkalasandra,1310.0,2,52.4,3,62
3570,Kanakapura,1190.0,2,39.0,2,134
3571,others,1645.0,3,87.5,3,245
3572,Marathahalli,1350.0,2,89.0,2,169
3573,Vittasandra,1404.0,2,68.8,2,238
3574,Electronic City,1105.0,2,35.0,3,78
3575,Dodda Nekkundi,1100.0,2,41.15,2,70
3576,Thanisandra,2100.0,4,95.0,4,223
3577,Thanisandra,1948.0,3,130.0,3,223
3578,Singasandra,1464.0,3,56.0,3,215
3579,Raja Rajeshwari Nagar,1210.0,2,45.0,2,197
3580,Yelahanka,4000.0,5,220.0,5,241
3581,others,1252.0,2,55.0,2,245
3582,Sarjapur  Road,3905.0,7,290.0,5,207
3583,others,2600.0,3,140.0,3,245
3584,7th Phase JP Nagar,1300.0,3,89.13,3,7
3585,7th Phase JP Nagar,1130.0,2,73.0,2,7
3586,Thanisandra,1690.0,3,125.0,3,223
3587,Padmanabhanagar,4500.0,4,360.0,3,189
3588,others,950.0,2,60.0,2,245
3589,Marathahalli,1020.0,2,57.0,2,169
3590,others,2107.0,4,95.0,4,245
3591,Marathahalli,1735.0,3,72.0,3,169
3592,Sarjapur  Road,915.0,2,37.0,2,207
3593,others,1450.0,3,68.0,3,245
3594,Thigalarapalya,2215.0,4,156.0,3,224
3595,others,2431.0,3,100.0,3,245
3596,Marathahalli,1600.0,3,88.0,2,169
3597,Uttarahalli,1280.0,2,75.0,2,230
3598,Hebbal,1255.0,3,77.68,3,98
3599,Hoodi,1257.0,2,69.0,2,103
3600,Raja Rajeshwari Nagar,1240.0,2,53.27,2,197
3601,Bannerghatta Road,1850.0,6,150.0,6,37
3602,Hulimavu,1255.0,2,66.0,2,111
3603,Ananth Nagar,870.0,2,36.0,2,17
3604,Tumkur Road,1789.0,3,98.0,3,228
3605,others,1155.0,2,56.0,2,245
3606,R.T. Nagar,1235.0,2,65.0,2,195
3607,Yelahanka,2675.0,4,140.0,4,241
3608,CV Raman Nagar,1025.0,2,50.0,2,56
3609,Raja Rajeshwari Nagar,1395.0,2,72.0,3,197
3610,Dodda Nekkundi,1252.0,2,71.0,3,70
3611,Ardendale,2062.0,3,150.0,4,20
3612,Choodasandra,1220.0,3,56.0,3,63
3613,Jigani,1408.0,2,55.0,3,120
3614,Bisuvanahalli,1180.0,2,60.0,3,49
3615,Sarjapur  Road,715.0,1,29.0,1,207
3616,Sarjapur  Road,1230.0,2,94.5,2,207
3617,Kaggadasapura,1035.0,2,45.5,2,125
3618,EPIP Zone,3360.0,5,225.0,4,77
3619,Kathriguppe,1300.0,3,77.99,3,140
3620,Kanakpura Road,1100.0,3,52.97,3,135
3621,Whitefield,1216.0,2,84.0,2,239
3622,others,1450.0,2,62.63,2,245
3623,Nagavarapalya,705.0,1,57.0,1,183
3624,Gottigere,1385.0,3,64.0,3,87
3625,Anekal,1200.0,2,36.1,2,18
3626,Sarjapur  Road,1043.0,2,39.5,2,207
3627,Koramangala,1320.0,2,110.0,2,152
3628,Varthur,1140.0,2,39.9,2,231
3629,Kadugodi,1100.0,2,45.0,2,124
3630,Hebbal,1586.0,3,90.0,3,98
3631,others,1365.0,3,60.0,2,245
3632,Begur Road,1565.0,2,59.76,3,42
3633,Whitefield,2882.0,5,204.0,4,239
3634,Hennur Road,2320.0,3,170.0,3,102
3635,Sarjapur  Road,1750.0,3,99.0,3,207
3636,Kudlu,1143.0,2,55.0,2,155
3637,Hennur Road,1936.0,3,118.0,3,102
3638,others,1402.0,2,85.0,3,245
3639,Electronic City,1000.0,2,41.0,2,78
3640,Gottigere,1000.0,2,35.0,2,87
3641,Kengeri Satellite Town,818.0,2,26.0,2,144
3642,Bommenahalli,1680.0,3,135.0,4,53
3643,Kalyan nagar,2422.0,3,150.0,4,130
3644,Sarjapur  Road,1145.0,2,62.0,2,207
3645,Somasundara Palya,1575.0,3,68.0,3,216
3646,Bannerghatta Road,9000.0,4,390.0,3,37
3647,Thanisandra,1200.0,2,46.0,2,223
3648,Yelahanka,1500.0,2,63.0,3,241
3649,Ramamurthy Nagar,2560.0,4,75.0,4,201
3650,Kothanur,1583.0,3,76.1,3,154
3651,Kanakpura Road,700.0,2,34.98,2,135
3652,Bannerghatta Road,950.0,2,38.0,2,37
3653,Banashankari,1041.0,2,36.44,2,29
3654,Thubarahalli,1085.0,2,70.0,2,225
3655,Anjanapura,1070.0,2,37.0,2,19
3656,Raja Rajeshwari Nagar,1165.0,2,45.0,2,197
3657,Bommasandra,1000.0,2,35.0,2,51
3658,Horamavu Agara,1169.0,2,64.0,2,104
3659,Whitefield,1840.0,3,140.0,3,239
3660,others,1550.0,3,75.0,3,245
3661,Kaval Byrasandra,997.0,2,53.0,2,141
3662,Gunjur,1457.0,2,60.0,2,90
3663,KR Puram,1000.0,2,60.0,2,122
3664,Sarjapur  Road,1500.0,3,88.0,3,207
3665,Lakshminarayana Pura,1165.0,2,75.0,2,161
3666,Kasavanhalli,1787.0,3,123.0,3,138
3667,Raja Rajeshwari Nagar,1288.0,2,70.0,3,197
3668,Thanisandra,1430.0,2,54.11,3,223
3669,Doddathoguru,750.0,1,25.5,1,73
3670,Channasandra,1200.0,3,67.77,3,59
3671,Electronic City,1500.0,2,78.0,3,78
3672,Ambalipura,1230.0,2,66.25,2,13
3673,Marathahalli,780.0,1,55.0,1,169
3674,Bannerghatta Road,1220.0,2,80.0,2,37
3675,Kanakpura Road,1110.0,2,43.0,2,135
3676,Akshaya Nagar,1690.0,3,85.0,3,12
3677,Bannerghatta Road,1130.0,2,78.0,2,37
3678,Electronic City,1213.0,2,59.32,2,78
3679,Kengeri,900.0,2,45.0,2,143
3680,Panathur,1199.0,2,85.0,2,191
3681,others,5000.0,4,290.0,4,245
3682,Bhoganhalli,3059.5,0,111.0,4,46
3683,Uttarahalli,661.0,1,36.0,1,230
3684,Marathahalli,1710.0,3,100.0,3,169
3685,Kengeri Satellite Town,1030.0,2,50.0,2,144
3686,Marathahalli,1530.0,3,73.5,3,169
3687,Ramamurthy Nagar,1200.0,2,78.0,2,201
3688,others,2000.0,3,85.0,3,245
3689,Nagarbhavi,300.0,1,20.0,1,180
3690,Green Glen Layout,1751.0,2,115.0,3,88
3691,Panathur,1255.0,2,79.0,2,191
3692,Whitefield,1778.0,3,122.0,3,239
3693,others,1100.0,2,45.0,2,245
3694,Hennur Road,1480.0,2,65.0,2,102
3695,Marathahalli,1358.0,2,81.0,2,169
3696,Electronics City Phase 1,580.0,1,27.0,1,80
3697,Choodasandra,1197.0,2,63.0,2,63
3698,Lingadheeranahalli,1705.0,3,110.0,3,162
3699,Electronic City Phase II,1310.0,2,37.83,3,79
3700,Hoodi,1132.0,2,67.9,2,103
3701,others,814.0,2,55.0,2,245
3702,Electronic City,1575.0,3,90.0,3,78
3703,Pattandur Agrahara,1302.0,2,66.0,2,192
3704,others,1100.0,2,44.0,2,245
3705,others,830.0,2,37.0,2,245
3706,Electronic City,435.0,1,19.5,1,78
3707,others,1590.0,3,120.0,3,245
3708,Electronic City Phase II,1140.0,2,33.06,2,79
3709,Kasavanhalli,1090.0,2,59.8,2,138
3710,Thanisandra,1922.0,3,106.0,3,223
3711,Thanisandra,965.0,2,67.0,2,223
3712,Mysore Road,883.0,2,40.95,2,175
3713,Babusapalaya,1358.0,2,43.1,3,27
3714,Hoodi,1108.0,2,87.0,2,103
3715,Sarjapur  Road,1190.0,2,50.0,2,207
3716,Vijayanagar,1749.0,3,117.0,3,235
3717,Kasavanhalli,1691.0,3,104.0,3,138
3718,Electronic City,1449.0,3,100.0,3,78
3719,Bommanahalli,2305.0,0,87.72,3,50
3720,Whitefield,1400.0,2,80.0,2,239
3721,Electronic City,1310.0,2,37.83,3,78
3722,others,1100.0,2,48.0,2,245
3723,others,1230.0,2,53.51,3,245
3724,Green Glen Layout,1750.0,3,130.0,3,88
3725,7th Phase JP Nagar,1450.0,3,100.0,3,7
3726,Haralur Road,1810.0,3,126.0,3,96
3727,Vittasandra,1246.0,2,62.3,2,238
3728,Brookefield,1420.0,3,85.0,3,54
3729,Old Airport Road,2658.0,5,187.0,4,187
3730,others,1450.0,2,89.6,3,245
3731,Kadugodi,1711.0,3,75.0,3,124
3732,Raja Rajeshwari Nagar,1120.0,2,37.97,2,197
3733,Kaggalipura,950.0,2,47.0,2,126
3734,Kanakpura Road,1225.0,2,60.0,2,135
3735,others,1340.0,2,77.0,2,245
3736,Sarjapur  Road,1846.0,3,145.0,3,207
3737,Dodda Nekkundi,1155.0,2,46.0,2,70
3738,Balagere,1205.0,2,70.0,2,28
3739,Thanisandra,1140.0,2,36.0,2,223
3740,Raja Rajeshwari Nagar,1140.0,2,38.65,2,197
3741,Jalahalli East,1300.0,2,63.0,3,119
3742,Bellandur,1051.0,2,60.0,2,43
3743,Uttarahalli,1134.0,2,45.36,2,230
3744,others,1135.0,2,32.91,2,245
3745,others,1745.0,3,77.0,3,245
3746,others,1665.0,3,105.0,3,245
3747,others,1220.0,2,48.79,2,245
3748,Kanakpura Road,1868.0,3,113.0,3,135
3749,others,1210.0,2,76.0,2,245
3750,Ambalipura,1351.0,2,77.0,2,13
3751,Hebbal,1636.0,3,119.0,3,98
3752,Attibele,418.0,1,12.0,1,22
3753,Bannerghatta,2370.0,4,195.0,3,36
3754,others,1100.0,2,46.0,2,245
3755,7th Phase JP Nagar,1350.0,3,58.0,3,7
3756,Marathahalli,1290.0,2,52.0,2,169
3757,Bommasandra Industrial Area,1220.0,2,35.23,3,52
3758,Hegde Nagar,1847.0,3,135.0,3,100
3759,Hoodi,1430.0,2,110.0,2,103
3760,Attibele,1350.0,3,85.0,3,22
3761,Hennur Road,1590.0,3,96.5,3,102
3762,others,1286.0,3,67.0,3,245
3763,others,1141.0,2,40.0,2,245
3764,Shivaji Nagar,1554.0,3,130.0,2,214
3765,Harlur,1749.0,3,112.0,3,97
3766,others,1140.0,2,45.0,2,245
3767,Bommenahalli,1632.0,3,128.0,4,53
3768,Ramamurthy Nagar,1000.0,2,41.0,3,201
3769,others,1065.0,2,58.0,2,245
3770,Haralur Road,1520.0,2,96.0,3,96
3771,Bisuvanahalli,1075.0,2,43.0,3,49
3772,Gubbalala,1539.0,2,52.36,3,89
3773,HBR Layout,1004.0,2,49.0,2,93
3774,Ramagondanahalli,1295.0,2,95.0,2,200
3775,Thanisandra,1098.0,2,74.0,2,223
3776,Kothanur,1070.0,2,45.5,2,154
3777,Hosa Road,1016.0,2,40.0,2,107
3778,Bellandur,1450.0,3,68.0,3,43
3779,Yelahanka,654.0,1,37.0,1,241
3780,Yelachenahalli,1080.0,2,38.0,2,240
3781,Vijayanagar,1046.0,2,75.0,2,235
3782,Bhoganhalli,1610.0,3,84.53,3,46
3783,Doddakallasandra,2493.0,3,115.0,3,72
3784,Ramagondanahalli,1151.0,2,50.5,2,200
3785,Electronic City,1125.0,2,58.0,2,78
3786,1st Block Jayanagar,1000.0,3,60.0,2,0
3787,Bommanahalli,1850.0,3,90.0,3,50
3788,Harlur,1174.0,2,75.0,2,97
3789,Hebbal,3894.0,0,226.5,3,98
3790,Sultan Palaya,1100.0,2,45.0,2,220
3791,Raja Rajeshwari Nagar,1095.0,2,38.33,2,197
3792,others,1082.0,2,42.0,3,245
3793,Uttarahalli,1350.0,2,47.24,3,230
3794,Kadugodi,1314.0,2,78.0,2,124
3795,others,1290.0,2,40.63,2,245
3796,Kaggadasapura,1010.0,2,55.0,2,125
3797,Shivaji Nagar,2200.0,2,110.0,2,214
3798,others,1636.0,3,97.0,3,245
3799,9th Phase JP Nagar,1050.0,2,39.0,2,9
3800,Haralur Road,1520.0,2,125.0,3,96
3801,5th Phase JP Nagar,2500.0,5,110.0,5,5
3802,Sarjapur  Road,1067.0,2,60.0,2,207
3803,NRI Layout,1060.0,2,35.0,2,177
3804,Bommasandra,955.0,2,35.28,2,51
3805,Kanakpura Road,1366.0,2,83.0,2,135
3806,Electronic City,1090.0,2,35.03,2,78
3807,Jigani,1250.0,3,58.0,3,120
3808,Electronics City Phase 1,950.0,2,33.0,2,80
3809,Yelahanka,1250.0,2,40.0,2,241
3810,Hennur Road,1445.0,2,105.0,3,102
3811,Vijayanagar,606.0,1,40.0,1,235
3812,Devarachikkanahalli,1170.0,2,40.0,2,69
3813,Marathahalli,1205.0,2,75.0,2,169
3814,Dommasandra,1153.0,2,43.5,2,76
3815,Old Madras Road,4500.0,7,294.0,5,188
3816,Vijayanagar,1200.0,2,62.0,2,235
3817,others,1450.0,3,42.0,3,245
3818,Budigere,1139.0,2,60.0,2,55
3819,Green Glen Layout,1530.0,3,105.0,3,88
3820,Electronic City,1575.0,3,101.0,3,78
3821,Whitefield,650.0,1,25.0,1,239
3822,others,1120.0,2,40.0,2,245
3823,Akshaya Nagar,1700.0,3,80.0,3,12
3824,Varthur,1090.0,2,48.0,2,231
3825,Akshaya Nagar,1897.0,4,93.0,3,12
3826,others,1200.0,3,72.0,3,245
3827,Thanisandra,1437.0,2,71.13,2,223
3828,Ambedkar Nagar,1856.0,3,120.0,3,14
3829,others,1500.0,2,65.0,3,245
3830,Hennur Road,1036.0,2,59.45,2,102
3831,others,3000.0,8,90.0,6,245
3832,Mico Layout,1125.0,2,40.0,2,172
3833,Uttarahalli,1320.0,2,55.44,3,230
3834,Marathahalli,1730.0,3,110.0,3,169
3835,Talaghattapura,1804.0,3,115.0,3,222
3836,Thanisandra,1795.0,3,140.0,3,223
3837,7th Phase JP Nagar,1050.0,2,50.0,2,7
3838,Dasarahalli,2100.0,3,120.0,3,67
3839,Rayasandra,1199.0,2,48.5,3,202
3840,others,1100.0,2,47.0,2,245
3841,others,1000.0,1,75.0,2,245
3842,Kanakapura,1254.0,2,70.0,3,134
3843,Electronics City Phase 1,940.0,2,49.0,2,80
3844,BTM 2nd Stage,1280.0,2,80.0,2,25
3845,Whitefield,2155.0,3,125.0,4,239
3846,Sarjapur  Road,3200.0,5,140.0,5,207
3847,Kasavanhalli,4260.0,4,272.0,4,138
3848,Hebbal,1255.0,2,95.0,3,98
3849,others,1388.0,3,69.99,3,245
3850,Whitefield,905.0,1,52.0,1,239
3851,others,1176.0,2,44.0,2,245
3852,Uttarahalli,1390.0,2,61.16,3,230
3853,Sahakara Nagar,1160.0,2,55.0,2,203
3854,Seegehalli,2800.0,4,140.0,4,212
3855,Marathahalli,1583.0,3,115.0,3,169
3856,Jigani,1252.0,3,63.0,3,120
3857,Bannerghatta Road,1350.0,2,51.0,3,37
3858,Hosa Road,972.0,2,40.0,2,107
3859,Bannerghatta Road,1486.0,3,83.22,3,37
3860,others,4830.0,5,390.0,4,245
3861,Naganathapura,1103.0,2,55.0,2,178
3862,Rayasandra,1577.0,3,67.0,3,202
3863,Yelahanka,1465.0,3,80.01,3,241
3864,others,1600.0,3,64.0,3,245
3865,Uttarahalli,1090.0,2,45.0,2,230
3866,Yelahanka,1721.0,3,80.86,3,241
3867,others,1100.0,2,55.0,2,245
3868,Varthur,1450.0,3,71.0,3,231
3869,Battarahalli,1071.0,2,62.0,2,40
3870,Old Madras Road,2266.0,3,169.0,3,188
3871,others,2065.0,3,130.0,3,245
